"WP_NAME,C,50","WARD,C,5","PRECINCT,C,5","DISTRICT,C,10","POP_2010,N,10,0","TOWN,C,35","TOWN_ID,N,5,0","AREA_SQMI,N,19,11","AREA_ACRES,N,19,11","YEAR,N,10,0","SHAPE_AREA,N,19,11","SHAPE_LEN,N,19,11"
Marlborough City Ward 2 Precinct 2,2,2,2-2,2687,MARLBOROUGH,170,2.185,1398.39,2012,5659125.079,11033.7683574
Marlborough City Ward 3 Precinct 1,3,1,3-1,2832,MARLBOROUGH,170,0.536,343.01,2012,1388131.05418,6383.8302813
Natick Town Precinct 2,,2,2,3217,NATICK,198,1.663,1064.02,2012,4305967.94115,11866.1873916
Natick Town Precinct 1,,1,1,3396,NATICK,198,0.531,340.04,2012,1376101.33804,5230.45399965
Marlborough City Ward 5 Precinct 1,5,1,5-1,2750,MARLBOROUGH,170,0.275,175.76,2012,711262.10647,4577.20768659
Marlborough City Ward 5 Precinct 2,5,2,5-2,2703,MARLBOROUGH,170,1.6,1023.86,2012,4143430.61495,10305.6732945
Carver Town Precinct 3,,3,3,3839,CARVER,52,20.085,12854.11,2012,52018932.9234,34914.2905616
Chelmsford Town Precinct 1,,1,1,3764,CHELMSFORD,56,2.678,1713.91,2012,6935981.49212,14711.2519433
Mashpee Town Precinct 3,,3,3,2805,MASHPEE,172,2.152,1377.57,2012,5574840.27528,14156.326009
Marlborough City Ward 6 Precinct 2,6,2,6-2,2810,MARLBOROUGH,170,1.811,1158.85,2012,4689708.62542,10989.7458334
Marlborough City Ward 7 Precinct 1,7,1,7-1,2709,MARLBOROUGH,170,0.452,289.06,2012,1169774.43869,5270.158479
Marlborough City Ward 7 Precinct 2,7,2,7-2,2758,MARLBOROUGH,170,0.773,494.7,2012,2001995.55505,7104.89186945
Marshfield Town Precinct 6,,6,6,3625,MARSHFIELD,171,4.943,3163.34,2012,12801615.2867,30348.7108316
Chelmsford Town Precinct 5,,5,5,3880,CHELMSFORD,56,3.253,2081.93,2012,8425291.50578,14871.2821575
Chelmsford Town Precinct 6,,6,6,3856,CHELMSFORD,56,1.842,1178.64,2012,4769820.72833,10639.1308574
Marshfield Town Precinct 1,,1,1,3739,MARSHFIELD,171,2.127,1361.35,2012,5509227.47352,17609.6279581
Marshfield Town Precinct 2,,2,2,3647,MARSHFIELD,171,3.396,2173.13,2012,8794360.09982,17361.428296
Chelmsford Town Precinct 9,,9,9,3748,CHELMSFORD,56,2.709,1733.81,2012,7016507.287,13932.296569
Melrose City Ward 6 Precinct 1,6,1,6-1,1964,MELROSE,178,0.19,121.61,2012,492158.709167,4223.96578607
Marshfield Town Precinct 4,,4,4,3608,MARSHFIELD,171,5.56,3558.36,2012,14400235.2096,26647.1115411
Marshfield Town Precinct 7,,7,7,3623,MARSHFIELD,171,6.102,3905.58,2012,15805398.12,24373.9626646
Mashpee Town Precinct 2,,2,2,2662,MASHPEE,172,4.564,2921.13,2012,11821457.5199,27162.2565808
Danvers Town Precinct 7,,7,7,3239,DANVERS,71,1.393,891.6,2012,3608204.5005,8416.23343688
Danvers Town Precinct 5,,5,5,3457,DANVERS,71,1.596,1021.63,2012,4134412.89136,10682.7185191
Danvers Town Precinct 1,,1,1,3353,DANVERS,71,0.906,580.06,2012,2347423.49414,10820.1879327
Danvers Town Precinct 2,,2,2,3288,DANVERS,71,1.579,1010.85,2012,4090788.84801,10149.0171016
Dartmouth Town Precinct 1,,1,1,3957,DARTMOUTH,72,14.05,8991.74,2012,36388435.5371,34698.6929482
Dartmouth Town Precinct 2,,2,2,3960,DARTMOUTH,72,7.496,4797.36,2012,19414300.9149,21964.435392
Dartmouth Town Precinct 4,,4,4,3664,DARTMOUTH,72,8.941,5722.13,2012,23156729.9189,27064.9732354
Dartmouth Town Precinct 3,,3,3,3742,DARTMOUTH,72,0.311,198.73,2012,804223.968327,3630.97918425
Easton Town Precinct 1,,1,1,3699,EASTON,88,2.642,1690.83,2012,6842583.4309,14049.1924745
Chelmsford Town Precinct 8,,8,8,3594,CHELMSFORD,56,2.186,1398.89,2012,5661134.40484,13305.4495144
Fitchburg City Ward 3 Precinct B,3,B,3-B,3199,FITCHBURG,97,4.885,3126.08,2012,12650865.2836,21916.8960214
Dartmouth Town Precinct 6,,6,6,3638,DARTMOUTH,72,1.164,744.77,2012,3014001.66116,9377.88057207
Melrose City Ward 6 Precinct 2,6,2,6-2,1920,MELROSE,178,0.81,518.6,2012,2098721.62798,7015.5957813
Melrose City Ward 7 Precinct 1,7,1,7-1,1925,MELROSE,178,0.455,291.11,2012,1178103.40033,5355.21177502
Melrose City Ward 7 Precinct 2,7,2,7-2,1945,MELROSE,178,0.481,308.07,2012,1246732.54378,6589.41789695
Methuen Town Precinct 9,,9,9,3892,METHUEN,181,2.846,1821.73,2012,7372290.7574,16459.4192442
Dennis Town Precinct 3,,3,3,2967,DENNIS,75,2.922,1870.39,2012,7569231.18312,12729.7750371
Westford Town Precinct 4,,4,4,3701,WESTFORD,330,7.919,5067.9,2012,20509140.7542,22270.0821395
Norfolk Town Precinct 3,,3,3,3784,NORFOLK,208,5.501,3520.82,2012,14248323.3135,19204.2435905
North Adams City Ward 5 Precinct 5,5,5,5-5,2666,NORTH ADAMS,209,2.084,1333.64,2012,5397083.50114,13978.6012061
Easton Town Precinct 4,,4,4,3758,EASTON,88,5.418,3467.8,2012,14033734.0643,18920.5631771
Granby Town Precinct 2,,2,2,3078,GRANBY,111,13.527,8657.3,2012,35035000.5081,25370.7162156
Leominster City Ward 4 Precinct B,4,B,4-B,2678,LEOMINSTER,153,8.199,5247.19,2012,21234689.5137,24239.0444977
Leominster City Ward 4 Precinct C,4,C,4-C,2739,LEOMINSTER,153,0.795,508.5,2012,2057848.27752,6932.80372278
Leominster City Ward 5 Precinct A,5,A,5-A,2760,LEOMINSTER,153,0.938,600.31,2012,2429377.81711,8864.03493698
Methuen Town Precinct 11,,11,11,3995,METHUEN,181,3.43,2194.98,2012,8882784.42794,16076.740429
Middleton Town Precinct 1,,1,1,3884,MIDDLETON,184,6.112,3911.53,2012,15829480.0446,22899.1956845
Monson Town Precinct A,,A,A,2858,MONSON,191,14.105,9026.95,2012,36530918.2496,30336.851654
Monson Town Precinct B,,B,B,2818,MONSON,191,16.86,10790.29,2012,43666909.8918,26821.0983279
Everett City Ward 3 Precinct 1,3,1,3-1,3600,EVERETT,93,0.443,283.75,2012,1148317.31972,4360.94605726
Everett City Ward 4 Precinct 1,4,1,4-1,3543,EVERETT,93,0.178,114,2012,461349.738323,3056.96809134
Needham Town Precinct C,,C,C,2952,NEEDHAM,199,3.038,1944.55,2012,7869366.0959,15337.5291369
Needham Town Precinct D,,D,D,2950,NEEDHAM,199,2.005,1282.91,2012,5191753.99504,11251.1955316
Needham Town Precinct E,,E,E,2932,NEEDHAM,199,1.334,853.48,2012,3453915.84376,10065.2841102
Everett City Ward 2 Precinct 1,2,1,2-1,3353,EVERETT,93,0.161,102.99,2012,416778.181269,2721.67923292
Monson Town Precinct C,,C,C,2884,MONSON,191,13.82,8845.02,2012,35794671.3681,35033.5049938
Natick Town Precinct 6,,6,6,3279,NATICK,198,1.767,1130.69,2012,4575765.99619,11073.9747121
Natick Town Precinct 5,,5,5,3403,NATICK,198,1.337,855.39,2012,3461663.9808,9672.6961473
Fall River City Ward 3 Precinct A,3,A,3-A,3363,FALL RIVER,95,0.429,274.32,2012,1110134.08586,6069.49873293
Mashpee Town Precinct 4,,4,4,2851,MASHPEE,172,4.164,2665.11,2012,10785362.3457,18867.0254425
Mashpee Town Precinct 5,,5,5,2807,MASHPEE,172,7.208,4613,2012,18668232.0467,54690.1702395
Melrose City Ward 1 Precinct 1,1,1,1-1,1845,MELROSE,178,0.323,206.65,2012,836267.958367,4335.45927348
Melrose City Ward 1 Precinct 2,1,2,1-2,1846,MELROSE,178,0.236,150.88,2012,610579.941442,4266.02994738
Melrose City Ward 2 Precinct 1,2,1,2-1,1933,MELROSE,178,0.305,195.15,2012,789740.367227,3620.76884377
Melrose City Ward 2 Precinct 2,2,2,2-2,1909,MELROSE,178,0.199,127.25,2012,514944.904727,4457.47811727
Melrose City Ward 3 Precinct 1,3,1,3-1,2007,MELROSE,178,0.229,146.78,2012,593983.47683,3753.12058817
Melrose City Ward 3 Precinct 2,3,2,3-2,1897,MELROSE,178,0.144,92.42,2012,374024.352023,3303.88727475
Melrose City Ward 4 Precinct 1,4,1,4-1,1937,MELROSE,178,0.302,193.49,2012,783027.025142,4070.66534395
Needham Town Precinct G,,G,G,2925,NEEDHAM,199,0.499,319.23,2012,1291895.90474,6689.35382286
Needham Town Precinct H,,H,H,2925,NEEDHAM,199,1.715,1097.78,2012,4442576.89393,10711.2946837
Needham Town Precinct I,,I,I,2919,NEEDHAM,199,0.591,378.05,2012,1529915.34303,7145.76429134
Needham Town Precinct J,,J,J,2832,NEEDHAM,199,0.911,583.17,2012,2360009.17342,7270.14157265
Danvers Town Precinct 6,,6,6,3244,DANVERS,71,2.76,1766.71,2012,7149646.65508,13017.6459651
Natick Town Precinct 3,,3,3,3402,NATICK,198,1.401,896.46,2012,3627858.96552,11533.0592493
Natick Town Precinct 4,,4,4,3210,NATICK,198,1.095,700.8,2012,2836064.99256,8439.53864595
Natick Town Precinct 8,,8,8,3143,NATICK,198,1.226,784.76,2012,3175823.28918,9623.52425258
Fall River City Ward 9 Precinct B,9,B,9-B,3254,FALL RIVER,95,0.947,606.16,2012,2453041.08751,15721.7625381
Chelmsford Town Precinct 2,,2,2,3829,CHELMSFORD,56,1.104,706.6,2012,2859529.48554,9651.45715353
Chelmsford Town Precinct 3,,3,3,3816,CHELMSFORD,56,3.038,1944.59,2012,7869506.52833,18637.0551648
Chelmsford Town Precinct 4,,4,4,3703,CHELMSFORD,56,3.657,2340.18,2012,9470390.71689,15519.2749213
Fitchburg City Ward 2 Precinct A,2,A,2-A,3208,FITCHBURG,97,0.509,325.67,2012,1317962.13008,4760.39232746
Dartmouth Town Precinct 7,,7,7,3610,DARTMOUTH,72,2.202,1409.24,2012,5703015.42969,14617.2093071
Dartmouth Town Precinct 8,,8,8,3792,DARTMOUTH,72,1.774,1135.63,2012,4595737.93194,11465.2380388
Dartmouth Town Precinct 9,,9,9,3841,DARTMOUTH,72,20.497,13117.87,2012,53086347.6661,101841.267748
Dennis Town Precinct 1,,1,1,2756,DENNIS,75,5.299,3391.46,2012,13724812.4447,26899.5194881
Dennis Town Precinct 2,,2,2,2768,DENNIS,75,5.406,3459.69,2012,14000926.2045,25516.022036
Dennis Town Precinct 4,,4,4,2953,DENNIS,75,4.969,3180.16,2012,12869709.2504,36479.1864275
Dennis Town Precinct 5,,5,5,2763,DENNIS,75,2.697,1725.77,2012,6983952.81655,13213.2170164
Danvers Town Precinct 8,,8,8,3459,DANVERS,71,2.938,1880.55,2012,7610338.72054,13804.8463247
Danvers Town Precinct 4,,4,4,3295,DANVERS,71,1.421,909.51,2012,3680677.44211,9292.7713091
Fitchburg City Ward 5 Precinct A,5,A,5-A,3407,FITCHBURG,97,6.413,4104.19,2012,16609131.2616,19537.5104466
Fitchburg City Ward 5 Precinct B,5,B,5-B,3272,FITCHBURG,97,0.412,263.85,2012,1067771.68807,5821.83268458
Danvers Town Precinct 3,,3,3,3158,DANVERS,71,1.19,761.35,2012,3081081.95276,21059.7711581
Franklin Town Precinct 7,,7,7,3995,FRANKLIN,101,2.302,1473.23,2012,5961981.61181,13071.6484017
Franklin Town Precinct 1,,1,1,3898,FRANKLIN,101,1.349,863.51,2012,3494518.23275,11325.2215123
Dartmouth Town Precinct 5,,5,5,3828,DARTMOUTH,72,5.307,3396.34,2012,13744558.9687,21504.5732871
Franklin Town Precinct 6,,6,6,3989,FRANKLIN,101,2.166,1386.22,2012,5609842.99049,10968.7642798
Franklin Town Precinct 3,,3,3,3969,FRANKLIN,101,2.52,1612.72,2012,6526485.10759,10266.7687633
Franklin Town Precinct 4,,4,4,3976,FRANKLIN,101,5.73,3667.32,2012,14841194.128,19281.0392043
Methuen Town Precinct 8,,8,8,3760,METHUEN,181,4.24,2713.49,2012,10981156.111,17636.6987631
Middleton Town Precinct 2,,2,2,5103,MIDDLETON,184,8.372,5358.37,2012,21684645.3593,22912.3380101
Lynnfield Town Precinct 2,,2,2,2817,LYNNFIELD,164,2.159,1381.99,2012,5592740.71597,13449.3521676
Gloucester City Ward 3 Precinct 2,3,2,3-2,2798,GLOUCESTER,107,0.718,459.53,2012,1859664.5681,12493.3186857
Westford Town Precinct 1,,1,1,3722,WESTFORD,330,5.234,3349.69,2012,13555760.0895,17923.7089745
Everett City Ward 3 Precinct 2,3,2,3-2,3633,EVERETT,93,0.19,121.38,2012,491206.753289,4010.83112506
Everett City Ward 4 Precinct 2,4,2,4-2,3388,EVERETT,93,0.13,82.97,2012,335749.658307,2757.34288954
Shrewsbury Town Precinct 6,,6,6,3688,SHREWSBURY,271,1.049,671.1,2012,2715849.37552,7706.40572383
Shrewsbury Town Precinct 8,,8,8,3642,SHREWSBURY,271,1.438,920.21,2012,3723976.27095,8848.31467391
Shrewsbury Town Precinct 5,,5,5,3632,SHREWSBURY,271,1.458,933.34,2012,3777093.61544,9309.00039445
Swansea Town Precinct 1,,1,1,3291,SWANSEA,292,7.448,4766.73,2012,19290367.9265,25416.5208524
Swansea Town Precinct 5,,5,5,3109,SWANSEA,292,7.689,4920.66,2012,19913267.9051,38387.9041917
Swansea Town Precinct 3,,3,3,3045,SWANSEA,292,2.773,1774.45,2012,7180971.85088,22468.4704458
Westport Town Precinct E,,E,E,3220,WESTPORT,334,17.253,11042.07,2012,44685870.6141,75085.5798271
Tewksbury Town Precinct 3A,,3A,3A,3604,TEWKSBURY,295,3.641,2330.54,2012,9431385.23948,18328.9266042
Westport Town Precinct B,,B,B,3199,WESTPORT,334,16.674,10671.23,2012,43185125.0162,114427.737082
Wareham Town Precinct 2,,2,2,3720,WAREHAM,310,2.155,1379.15,2012,5581259.12356,25437.7179481
Wareham Town Precinct 3,,3,3,3607,WAREHAM,310,5.986,3831.01,2012,15503590.1125,51636.4309654
Wareham Town Precinct 5,,5,5,3741,WAREHAM,310,6.374,4079.42,2012,16508907.6628,34390.7279329
Palmer Town Precinct 2,,2,2,3110,PALMER,227,16.56,10598.26,2012,42889791.5333,38013.0833741
Salem City Ward 1 Precinct 1,1,1,1-1,2861,SALEM,258,0.871,557.3,2012,2255328.85949,23055.0598068
Granby Town Precinct 1,,1,1,3162,GRANBY,111,14.559,9317.53,2012,37706845.5262,26934.4611226
Groveland Town Precinct 1,,1,1,3176,GROVELAND,116,3.511,2246.91,2012,9092968.96928,15955.7009404
Groveland Town Precinct 2,,2,2,3283,GROVELAND,116,5.887,3767.59,2012,15246966.3214,18727.7780638
Fall River City Ward 3 Precinct B,3,B,3-B,3314,FALL RIVER,95,0.535,342.48,2012,1385963.43533,6089.32892541
Fall River City Ward 3 Precinct C,3,C,3-C,3273,FALL RIVER,95,0.416,266.4,2012,1078081.02591,4397.22252689
Easton Town Precinct 2,,2,2,3977,EASTON,88,2.909,1861.54,2012,7533396.47723,14114.3731877
Easton Town Precinct 5,,5,5,3948,EASTON,88,4.836,3094.74,2012,12524006.8214,16363.7545963
Easton Town Precinct 6,,6,6,3825,EASTON,88,7.765,4969.74,2012,20111887.8404,21970.4776848
Easton Town Precinct 3,,3,3,3905,EASTON,88,5.66,3622.5,2012,14659792.8726,20442.3892739
Everett City Ward 5 Precinct 1,5,1,5-1,3359,EVERETT,93,0.15,96.01,2012,388537.440323,3167.06654562
Everett City Ward 5 Precinct 2,5,2,5-2,3577,EVERETT,93,0.148,94.68,2012,383159.312241,2755.72951194
Everett City Ward 6 Precinct 1,6,1,6-1,3411,EVERETT,93,0.344,220.21,2012,891145.847928,5203.49840129
Everett City Ward 6 Precinct 2,6,2,6-2,3454,EVERETT,93,0.477,305.46,2012,1236175.16246,6476.09915711
Everett City Ward 1 Precinct 1,1,1,1-1,3625,EVERETT,93,0.133,85.2,2012,344785.663762,2886.81138672
Everett City Ward 2 Precinct 2,2,2,2-2,3336,EVERETT,93,0.132,84.45,2012,341740.228511,2960.64062684
Fall River City Ward 7 Precinct C,7,C,7-C,3323,FALL RIVER,95,0.572,366.15,2012,1481745.00289,10961.5574949
Fall River City Ward 8 Precinct A,8,A,8-A,3326,FALL RIVER,95,0.214,137.17,2012,555107.340676,3758.69512756
Everett City Ward 1 Precinct 2,1,2,1-2,3388,EVERETT,93,0.944,604.03,2012,2444430.21817,8281.49294817
Fall River City Ward 1 Precinct A,1,A,1-A,3352,FALL RIVER,95,2.916,1866.26,2012,7552518.0578,24094.1903037
Fall River City Ward 1 Precinct B,1,B,1-B,3236,FALL RIVER,95,0.925,591.96,2012,2395605.49926,8214.0135784
Fall River City Ward 1 Precinct C,1,C,1-C,3351,FALL RIVER,95,0.376,240.47,2012,973144.815602,4290.4699353
Fall River City Ward 2 Precinct A,2,A,2-A,3241,FALL RIVER,95,0.206,131.79,2012,533355.023947,3624.91854228
Fall River City Ward 2 Precinct B,2,B,2-B,3211,FALL RIVER,95,0.184,117.69,2012,476287.458231,3132.70283809
Fall River City Ward 2 Precinct C,2,C,2-C,3380,FALL RIVER,95,0.204,130.79,2012,529303.787179,3461.3831323
Hingham Town Precinct 1,,1,1,3545,HINGHAM,131,1.517,971.18,2012,3930260.86999,17833.3908257
Hingham Town Precinct 2,,2,2,3815,HINGHAM,131,2.637,1687.47,2012,6828977.01376,14903.0501134
Hingham Town Precinct 3,,3,3,3778,HINGHAM,131,3.233,2068.95,2012,8372791.49684,28889.4502009
Fall River City Ward 4 Precinct A,4,A,4-A,3213,FALL RIVER,95,0.391,249.97,2012,1011596.83276,7833.44637131
Fall River City Ward 4 Precinct B,4,B,4-B,3244,FALL RIVER,95,0.137,87.77,2012,355205.428749,2434.02656708
Fall River City Ward 4 Precinct C,4,C,4-C,3333,FALL RIVER,95,0.322,206,2012,833653.896527,4972.82328942
Fall River City Ward 5 Precinct A,5,A,5-A,3206,FALL RIVER,95,0.354,226.27,2012,915696.007204,4391.12473933
Fall River City Ward 5 Precinct B,5,B,5-B,3239,FALL RIVER,95,0.384,246,2012,995548.176565,6039.42401971
Fall River City Ward 5 Precinct C,5,C,5-C,3384,FALL RIVER,95,0.247,157.79,2012,638537.955512,4037.60783446
Fitchburg City Ward 2 Precinct B,2,B,2-B,3527,FITCHBURG,97,0.877,561.08,2012,2270612.87254,8248.91906201
Northampton City Ward 5 Precinct B,5,B,5-B,1954,NORTHAMPTON,214,1.399,895.53,2012,3624107.92293,9154.45680081
Springfield City Ward 5 Precinct D,5,D,5-D,2363,SPRINGFIELD,281,0.991,634.55,2012,2567944.19981,8372.21531973
Wareham Town Precinct 6,,6,6,3490,WAREHAM,310,8.678,5554.01,2012,22476381.2296,23052.6148544
Westborough Town Precinct 2,,2,2,3609,WESTBOROUGH,328,5.656,3619.77,2012,14648743.4919,19430.9093607
Westfield City Ward 3 Precinct B,3,B,3-B,3302,WESTFIELD,329,1.728,1105.65,2012,4474418.02885,20982.8943405
Stoughton Town Precinct 3,,3,3,3205,STOUGHTON,285,2.441,1562.1,2012,6321613.54036,10424.4222411
Stoughton Town Precinct 4,,4,4,3521,STOUGHTON,285,4.78,3059.36,2012,12380842.51,18617.5496058
Westfield City Ward 5 Precinct B,5,B,5-B,3537,WESTFIELD,329,3.38,2163.47,2012,8755270.13507,17033.1045205
Buckland Town Precinct 1,,1,1,1902,BUCKLAND,47,19.876,12720.93,2012,51479985.348,34148.1384553
Northampton City Ward 3 Precinct A,3,A,3-A,2113,NORTHAMPTON,214,4.769,3052.46,2012,12352932.321,22607.866885
Sterling Town Precinct 1,,1,1,3841,STERLING,282,17.158,10981.19,2012,44439476.3473,33558.5129093
Sterling Town Precinct 2,,2,2,3967,STERLING,282,14.541,9306.22,2012,37661068.2217,30615.2050426
Westfield City Ward 4 Precinct A,4,A,4-A,3308,WESTFIELD,329,1.128,722.14,2012,2922401.15557,13975.7005058
Boylston Town Precinct 1,,1,1,4355,BOYLSTON,39,19.752,12641.33,2012,51157851.4013,30436.626576
Brookfield Town Precinct 1,,1,1,3390,BROOKFIELD,45,16.6,10623.81,2012,42993204.9373,32625.0812175
Hardwick Town Precinct 1,,1,1,2990,HARDWICK,124,40.842,26138.86,2012,105780647.777,53320.4868584
Ashby Town Precinct 1,,1,1,3074,ASHBY,12,24.089,15417.25,2012,62391636.6077,35369.083727
Pelham Town Precinct 1,,1,1,1321,PELHAM,230,26.552,16993.26,2012,68769577.5474,40471.725839
Northampton City Ward 1 Precinct B,1,B,1-B,2073,NORTHAMPTON,214,3.126,2000.75,2012,8096766.40589,16528.7822645
Northampton City Ward 2 Precinct A,2,A,2-A,2139,NORTHAMPTON,214,0.447,286.06,2012,1157655.01957,5844.71904553
Northampton City Ward 2 Precinct B,2,B,2-B,2135,NORTHAMPTON,214,0.91,582.71,2012,2358141.05839,7739.87547117
Springfield City Ward 2 Precinct E,2,E,2-E,2451,SPRINGFIELD,281,0.446,285.35,2012,1154768.69243,5715.66314837
Springfield City Ward 2 Precinct F,2,F,2-F,2488,SPRINGFIELD,281,0.612,391.65,2012,1584952.83443,5673.49229581
Springfield City Ward 2 Precinct G,2,G,2-G,2484,SPRINGFIELD,281,0.327,209.27,2012,846869.358951,4453.92734352
Northampton City Ward 3 Precinct B,3,B,3-B,2090,NORTHAMPTON,214,0.668,427.73,2012,1730965.9375,6543.76327659
Northampton City Ward 4 Precinct A,4,A,4-A,1952,NORTHAMPTON,214,0.193,123.24,2012,498743.483461,4055.32140385
Springfield City Ward 3 Precinct H,3,H,3-H,2423,SPRINGFIELD,281,0.145,93,2012,376377.709749,3439.20688991
Springfield City Ward 4 Precinct A,4,A,4-A,2279,SPRINGFIELD,281,0.524,335.57,2012,1358027.38421,6196.76089567
Springfield City Ward 4 Precinct B,4,B,4-B,2357,SPRINGFIELD,281,0.199,127.15,2012,514575.304769,3416.18473658
Springfield City Ward 4 Precinct C,4,C,4-C,2340,SPRINGFIELD,281,0.261,167.25,2012,676825.166177,4420.70331024
Springfield City Ward 4 Precinct D,4,D,4-D,2416,SPRINGFIELD,281,0.153,97.65,2012,395159.844012,3297.24735055
North Adams City Ward 4 Precinct 4,4,4,4-4,2822,NORTH ADAMS,209,6.342,4059.06,2012,16426511.7783,19399.2191784
Northampton City Ward 1 Precinct A,1,A,1-A,2024,NORTHAMPTON,214,0.991,634.17,2012,2566417.20885,9270.22468765
Shrewsbury Town Precinct 9,,9,9,3432,SHREWSBURY,271,3.219,2059.9,2012,8336138.77619,17921.6495164
Plainfield Town Precinct 1,,1,1,648,PLAINFIELD,237,21.328,13649.7,2012,55238583.7936,31770.4591431
Essex Town Precinct 1,,1,1,3504,ESSEX,92,14.244,9116.26,2012,36892350.4558,110060.716324
Williamsburg Town Precinct 1,,1,1,2482,WILLIAMSBURG,340,25.699,16447.22,2012,66559823.602,36633.9193993
Lee Town Precinct 1,,1,1,5943,LEE,150,27.018,17291.2,2012,69975289.1818,41706.5399094
Florida Town Precinct 1,,1,1,752,FLORIDA,98,24.59,15737.32,2012,63686923.7316,49565.3760848
Truro Town Precinct 1,,1,1,2003,TRURO,300,21.63,13843.33,2012,56022195.476,48367.0691963
Wellfleet Town Precinct 1,,1,1,2750,WELLFLEET,318,20.297,12989.78,2012,52567974.8157,81419.7059651
Springfield City Ward 2 Precinct H,2,H,2-H,2407,SPRINGFIELD,281,0.806,516.07,2012,2088451.37175,6760.83425471
Springfield City Ward 3 Precinct A,3,A,3-A,2445,SPRINGFIELD,281,0.208,133.44,2012,540003.586644,4096.63776453
Walpole Town Precinct 6,,6,6,3140,WALPOLE,307,3.827,2449.22,2012,9911686.54924,16055.6378457
Walpole Town Precinct 3,,3,3,3025,WALPOLE,307,1.548,990.88,2012,4009973.90851,11426.2794469
Wareham Town Precinct 1,,1,1,3777,WAREHAM,310,2.319,1483.97,2012,6005446.08397,24173.3357548
Westfield City Ward 1 Precinct B,1,B,1-B,3365,WESTFIELD,329,5.235,3350.67,2012,13559743.7435,16931.1013819
Westfield City Ward 2 Precinct A,2,A,2-A,3510,WESTFIELD,329,1.079,690.66,2012,2795005.65815,9680.50036203
Northampton City Ward 6 Precinct B,6,B,6-B,1983,NORTHAMPTON,214,6.978,4466.11,2012,18073781.0975,23279.7516051
South Hadley Town Precinct C,,C,C,3361,SOUTH HADLEY,275,1.633,1045.07,2012,4229279.73477,11226.2676141
South Hadley Town Precinct A,,A,A,3641,SOUTH HADLEY,275,1.526,976.62,2012,3952246.53345,10297.5265459
Springfield City Ward 1 Precinct A,1,A,1-A,2363,SPRINGFIELD,281,0.134,85.78,2012,347121.15288,2571.88203222
Springfield City Ward 1 Precinct B,1,B,1-B,2347,SPRINGFIELD,281,0.634,405.64,2012,1641560.88431,7311.84177949
Newburyport City Ward 6 Precinct 1,6,1,6-1,2979,NEWBURYPORT,206,2.266,1450.3,2012,5869184.67804,13385.8583811
Newburyport City Ward 4 Precinct 1,4,1,4-1,3020,NEWBURYPORT,206,0.818,523.51,2012,2118598.05886,9326.42586306
Westborough Town Precinct 5,,5,5,3730,WESTBOROUGH,328,4.128,2641.8,2012,10691024.9696,16817.579224
West Boylston Town Precinct 2,,2,2,3815,WEST BOYLSTON,321,10.751,6880.42,2012,27844202.4728,28347.356163
Cambridge City Ward 5 Precinct 2,5,2,5-2,3225,CAMBRIDGE,49,0.113,72.21,2012,292216.106385,2435.88145041
Cambridge City Ward 5 Precinct 3,5,3,5-3,3225,CAMBRIDGE,49,0.201,128.33,2012,519334.343835,4117.92603589
Cambridge City Ward 6 Precinct 1,6,1,6-1,3072,CAMBRIDGE,49,0.116,74.15,2012,300089.876168,2653.30364018
Cambridge City Ward 6 Precinct 2,6,2,6-2,3305,CAMBRIDGE,49,0.083,53.17,2012,215168.215555,2547.35319264
Cambridge City Ward 6 Precinct 3,6,3,6-3,3087,CAMBRIDGE,49,0.146,93.28,2012,377474.279402,3156.71946079
Cambridge City Ward 7 Precinct 1,7,1,7-1,3139,CAMBRIDGE,49,0.173,111.03,2012,449319.233358,4111.86891224
Cambridge City Ward 9 Precinct 2,9,2,9-2,3191,CAMBRIDGE,49,0.942,603.06,2012,2440509.80157,8748.25202876
Cambridge City Ward 9 Precinct 3,9,3,9-3,3200,CAMBRIDGE,49,0.229,146.74,2012,593838.600283,4481.40770771
Carver Town Precinct 1,,1,1,3895,CARVER,52,8.386,5367.11,2012,21719991.8003,20590.5806371
Southbridge Town Precinct 2,,2,2,3456,SOUTHBRIDGE,278,1.54,985.92,2012,3989889.41456,14522.3001131
Westborough Town Precinct 1,,1,1,3760,WESTBOROUGH,328,3.634,2325.53,2012,9411137.79286,15523.2119809
